ChannelTitle,Title,Published_date,Views,Likes,Comments
blue brown,pattern breaks good reason moser circle problem,2023-07-02,2118213,87478,2150
blue brown,newton method newton fractal newton knew nothing,2021-10-12,2834450,91555,3332
alex analyst,limit aliasing mysql mysql beginner series,2023-12-19,63732,1298,44
alex analyst,meta marketing analytics professional certificate coursera review,2022-06-28,36266,939,103
freecodecamp org,unreal engine beginner tutorial blueprint,2022-02-03,131226,2881,131
freecodecamp org,intermediate python programming course,2020-08-27,3789220,83147,1905
freecodecamp org,editing react components part p live coding jesse,2018-06-12,2002,37,1
freecodecamp org,basic css styling p live coding jesse,2018-04-04,4168,102,5
freecodecamp org,react materialui navigation menus part p live coding jesse,2018-01-18,4750,51,1
freecodecamp org,react project day live coding jesse,2017-07-25,3774,40,7
alex analyst,hiring managers looking nail interview process,2023-07-18,31844,1257,67
alex analyst,intermediate sql tutorial clause,2020-04-09,181118,4704,86
freecodecamp org,fashion software engineer alison yoon podcast,2024-06-28,18050,415,46
freecodecamp org,functional programming elixir full course,2023-05-10,99069,2148,116
freecodecamp org,learn code programming beginners tutorial python c,2021-08-23,305714,11898,547
freecodecamp org,build brain computer app react native part live coding jesse,2020-03-19,17879,317,5
freecodecamp org,react tutorial weather app restful apis,2019-01-23,39802,628,26
freecodecamp org,flexbox layouts css tutorial day css days,2018-10-02,15686,347,19
freecodecamp org,live coding changed life,2018-06-08,3331,47,7
freecodecamp org,populating nextjs pages wordpress data via graphql p live coding jesse,2017-12-14,4458,56,4
freecodecamp org,finishing react site live coding jesse,2017-07-19,1904,20,8
freecodecamp org,meetings code vlog,2017-01-13,1682,35,12
blue brown,prime numbers make spirals dirichlet theorem pi approximations,2019-10-08,5798559,173979,6574
alex analyst,regular expression character classes python,2023-08-08,10504,181,13
alex analyst,data analyst q livestream april livestream ask anything,2023-04-27,10296,341,27
freecodecamp org,top javascript algorithms prepare coding interviews,2024-03-12,72420,2544,76
freecodecamp org,data science job interview full mock interview,2023-03-13,548138,13654,333
freecodecamp org,chatgpt clone openai api react tutorial,2023-01-18,142896,3807,149
freecodecamp org,music production fl studio full tutorial beginners,2023-01-05,924182,33071,927
freecodecamp org,build career tech kurt kemple connects dots,2020-11-27,18884,683,29
freecodecamp org,full stack react firebase tutorial build social media app,2019-06-24,1055455,25348,1698
freecodecamp org,javascript lingo manipulating data,2015-08-23,13838,153,2
blue brown,determinant chapter essence linear algebra,2016-08-10,3814973,84003,3890
alex analyst,data analyst vs data scientist responsibilities salaries skills education,2023-09-19,45068,1104,53
freecodecamp org,deploy web app using multiple methods azure render mongodb atlas koyeb,2024-07-10,69454,2247,49
freecodecamp org,api security pci compliance data security standard,2023-10-02,31813,994,24
freecodecamp org,learn graphql laravel vue js full tutorial,2019-07-10,59328,1280,44
freecodecamp org,build relationships tech community,2018-09-17,5219,165,10
freecodecamp org,clipping images css tutorial day css days,2018-09-13,59058,1271,34
freecodecamp org,build chat app react tutorial course,2018-08-21,213450,3134,128
freecodecamp org,javascript html gamedev tutorial ball pool game part,2018-06-18,22032,320,32
freecodecamp org,redesigning homepage p live coding jesse,2017-09-22,3008,47,3
freecodecamp org,react project day live coding jesse,2017-08-16,1881,29,2
freecodecamp org,react refactoring components live streaming jesse,2017-07-14,2350,35,0
freecodecamp org,big notation care,2015-09-21,38972,448,17
blue brown,cute probability fact part,2024-09-10,72094,3995,47
freecodecamp org,harvard cs web programming python javascript full university course,2023-03-08,906029,30962,508
freecodecamp org,python web development crash course api sql databases virtual environment flask django,2023-01-04,102472,2972,78
freecodecamp org,blockchain development querying open apis course,2022-02-10,146186,3965,151
freecodecamp org,react js course beginners tutorial,2021-07-08,553483,14069,506
freecodecamp org,data analysis python part live course,2020-08-15,673939,10354,187
freecodecamp org,merging pull requests git github p live coding jesse,2017-11-02,2602,42,1
freecodecamp org,troubleshooting nodejs auth p live coding jesse,2017-10-24,1774,27,1
freecodecamp org,react setup create react app p live coding jesse,2017-10-03,9211,112,21
freecodecamp org,react project day live coding jesse,2017-08-01,2517,30,4
freecodecamp org,react refactoring live coding jesse,2017-07-18,2182,35,6
freecodecamp org,feedback code vlog,2017-01-02,2508,66,7
blue brown,tips better problem solver last live lecture ep lockdown live math,2020-05-22,1297445,25562,1001
blue brown,bayes theorem geometry changing beliefs,2019-12-22,4407910,125959,3753
blue brown,higher order derivatives chapter essence calculus,2017-05-07,757370,17826,421
alex analyst,data analyst resume everything need know alex analyst show episode,2020-12-24,41706,1196,137
freecodecamp org,use picture element responsive images html,2024-06-30,14556,731,13
freecodecamp org,indie game dev jabrils talks ai anime freecodecamp podcast,2024-04-05,16295,313,24
freecodecamp org,react state management intermediate javascript course,2022-11-15,279453,7356,338
freecodecamp org,getting first developer job,2018-10-31,31058,1087,87
freecodecamp org,maths programmers tutorial full course sets logic,2018-10-01,1360481,43796,732
freecodecamp org,pug template engine full tutorial beginners,2018-08-09,170030,2951,141
freecodecamp org,setting severless framework scratch,2018-07-18,7554,131,6
freecodecamp org,amazon alexa skill development live stream day,2018-07-10,2727,50,1
freecodecamp org,material ui update v beta p live coding jesse,2018-03-20,1935,40,0
freecodecamp org,react masonry layout part live coding jesse,2017-06-05,2495,22,9
blue brown,divergence curl language maxwell equations fluid flow,2018-06-21,4276453,133139,3778
freecodecamp org,master design patterns solid principles c full oop course beginners,2024-09-19,28634,1488,85
freecodecamp org,get faang dev job coding interview university creator john washam,2024-07-26,43570,689,47
freecodecamp org,bun tutorial javascript runtime node js alternative full course,2023-10-12,69101,1539,101
freecodecamp org,astro web framework crash course,2023-09-29,103457,2221,104
freecodecamp org,college worth,2023-08-11,48487,1557,254
freecodecamp org,azure developer associate az full course pass exam,2022-08-22,501104,7452,253
freecodecamp org,advanced computer vision python full course,2021-05-27,1715476,58862,992
freecodecamp org,beginner python projects coding course,2020-12-09,4418503,117183,2320
freecodecamp org,flutter essentials learn make apps android ios windows mac linux full course,2020-06-16,156300,3761,201
freecodecamp org,android development course build native apps kotlin tutorial,2019-10-29,330326,6843,147
freecodecamp org,aws appsync tutorial graphql apis appsync amplify angular,2019-06-11,61191,831,33
freecodecamp org,gatsby full tutorial beginners,2018-10-23,63314,1183,59
freecodecamp org,create twitter bot python,2018-09-11,59049,1176,61
freecodecamp org,css grid changes everything web layouts morten rand hendriksen,2018-02-23,6036,226,10
freecodecamp org,working localstorage react p live coding jesse,2018-01-22,2593,42,1
freecodecamp org,setting kanban board p live coding jesse,2017-10-18,8535,66,1
blue brown,vector space advice,2024-05-22,95949,5307,64
blue brown,bitcoin actually work,2017-07-07,15911627,366302,25869
alex analyst,integrate chatgpt jupyter notebooks free,2023-04-25,56713,1174,54
alex analyst,indexes pandas python pandas tutorials,2023-03-21,54010,1266,39
alex analyst,tableau data analyst certification review,2022-02-22,66075,1610,124
freecodecamp org,javascript course beginners,2024-05-13,265033,4073,165
freecodecamp org,python user interface project use pyqt code music player,2024-01-17,38131,1027,45
freecodecamp org,scrapy course python web scraping beginners,2023-04-27,446014,10048,415
freecodecamp org,machine learning everybody full course,2022-09-26,6405735,68610,1476
freecodecamp org,learn blockchain solidity full stack web development javascript hour course,2022-05-26,2975248,66077,3555
freecodecamp org,build brain computer app react native part live coding jesse,2020-03-21,23046,406,11
freecodecamp org,build better discoverable apis graphql,2018-09-25,4428,98,3
freecodecamp org,fixing mobile layout issues p live coding jesse,2018-01-25,1722,27,1
freecodecamp org,hoisting beau teaches javascript,2017-02-16,49358,933,49
blue brown,lie using visual proofs,2022-07-03,3283859,116237,4265
alex analyst,solving hard sql interview questions analyst builder,2024-01-11,17056,454,19
freecodecamp org,lessons freelancing dozens startups eddie jaoude podcast,2024-09-13,15863,302,29
freecodecamp org,learn p js creative coding beginner projects,2024-02-13,62735,1681,47
freecodecamp org,build website start finish using wordpress full course,2020-10-01,414296,9569,378
freecodecamp org,let learn js data visualization full course,2018-04-23,305887,3477,88
freecodecamp org,react homepage design development p live coding jesse,2018-02-09,6768,64,0
freecodecamp org,geolocation sorting distance live coding jesse,2017-06-15,6053,94,5
freecodecamp org,vs beau teaches javascript,2017-03-06,45358,873,42
freecodecamp org,clean code functions part beau teaches javascript,2017-02-25,19209,408,13
freecodecamp org,maths programmers introduction tips learning,2016-11-04,103727,1468,24
blue brown,pure fourier series animation montage,2019-07-03,662678,19636,1254
alex analyst,choosing domain make money,2021-10-19,19907,960,77
alex analyst,scraping data twitter using python twitterscraper nlp data visualization,2020-07-15,54614,1384,158
freecodecamp org,excel data visualization course guide charts dashboards,2024-08-27,44746,1783,30
freecodecamp org,kotlin android development course build quiz application,2023-10-30,107761,2782,93
freecodecamp org,python loops functions random python basics sam,2020-07-14,83147,1763,37
freecodecamp org,project euler challenges coding challenges florin,2020-06-10,16907,379,13
freecodecamp org,pygame tutorial beginners python game development course,2019-10-22,2021533,40723,3225
freecodecamp org,kubernetes developer guide orchestrating containers,2018-11-09,17941,307,6
freecodecamp org,create secure free aws account,2018-07-12,8325,162,6
freecodecamp org,future serverless means node js,2018-06-20,10197,171,10
freecodecamp org,react deployment p live coding jesse,2018-05-03,1876,29,0
freecodecamp org,linked list beau teaches javascript,2017-04-22,99139,1346,89
freecodecamp org,queues priority queues beau teaches javascript,2017-03-19,44199,581,28
freecodecamp org,networks wan,2016-09-23,11790,162,1
alex analyst,need learn sql everything python python dataanalysis sql,2023-07-28,48176,2865,43
alex analyst,find coworkers salary alex analyst show episode,2020-12-10,2927,93,53
freecodecamp org,linux crash course beginners labs,2024-06-13,98369,3584,105
freecodecamp org,frontend development course create blog html css,2022-03-04,371986,9934,205
freecodecamp org,reviewing website designs live gary simon,2020-10-14,20308,587,19
freecodecamp org,react native web testing part p live coding jesse,2019-04-10,6592,135,3
freecodecamp org,react building new ui live coding jesse,2017-07-07,4818,80,4
freecodecamp org,recipe box routing storage code vlog,2017-03-10,882,12,10
freecodecamp org,singleton design pattern beau teaches javascript,2017-02-26,45295,522,23
freecodecamp org,simon game code vlog,2016-12-30,13458,219,10
alex analyst,data analyst vs business analyst right,2020-07-03,762349,19371,584
freecodecamp org,learn svelte javascript framework full course,2020-05-05,76238,1716,140
freecodecamp org,aws certified developer associate pass exam,2020-04-03,1108377,19103,898
freecodecamp org,jamstack course build websites simpler faster secure,2020-03-10,138458,3054,129
freecodecamp org,functional programming java full course,2020-02-24,197096,4147,80
freecodecamp org,big code slows data grows,2018-06-11,63559,2875,53
freecodecamp org,upgrading nextjs version p live coding jesse,2018-02-06,1498,28,0
alex analyst,group order mysql beginner mysql series,2023-11-28,93563,1749,42
alex analyst,top coursera courses data analysts,2020-10-13,109661,4761,286
freecodecamp org,database systems cornell university course sql nosql large scale data analysis,2021-03-11,1307067,31951,536
alex analyst,covid data analyst job market alex analyst show episode,2020-10-01,7267,253,161
freecodecamp org,fundamentals finance economics businesses crash course,2023-09-12,902821,29829,422
freecodecamp org,wave defense game gdevelop gamedev tutorial,2023-09-11,44559,1188,78
freecodecamp org,bootstrap css framework full course beginners,2021-12-07,1308391,24520,511
freecodecamp org,intermediate react tutorial todoist clone firebase custom hooks scss react testing,2019-08-27,161139,4042,240
freecodecamp org,top contributors party new york city freecodecamp org,2018-08-19,4071,123,6
blue brown,challenging puzzle subset sums,2024-01-22,932537,42431,238
blue brown,blue brown channel trailer,2016-11-25,398699,3825,125
blue brown,matrix multiplication composition chapter essence linear algebra,2016-08-08,3243746,67068,2785
alex analyst,grow analytics career alteryx webinar oct tips break analytics,2021-10-26,11233,341,34
alex analyst,switching careers become data analyst made switch,2020-02-11,49530,1797,251
freecodecamp org,godot gamedev tutorial rpg game,2024-06-20,54974,1796,78
freecodecamp org,stardew valley game clone python pygame full course,2022-08-15,165228,5768,114
freecodecamp org,ui design tutorial website wireframe,2020-09-21,115782,3596,87
freecodecamp org,spring boot java tutorial rest api using postgresql jwt,2020-07-15,165858,2780,96
freecodecamp org,python online multiplayer game development tutorial,2019-03-27,351616,7758,356
freecodecamp org,web development tutorial javascript html css rock paper scissors game,2018-11-09,929119,21905,956
freecodecamp org,working nextjs graphql materialui p live coding jesse,2018-01-10,3774,48,2
freecodecamp org,customizing materialui app bar p live coding jesse,2017-11-13,10677,81,4
blue brown,binary hanoi sierpinski part,2016-11-25,298549,9382,612
alex analyst,things hate data analyst,2022-04-12,36159,1503,202
freecodecamp org,learn git full course beginners,2024-05-08,639530,7884,357
freecodecamp org,back end developer roadmap,2024-03-11,568179,18487,539
freecodecamp org,machine learning python scikit learn full course,2023-11-22,403243,10972,379
freecodecamp org,html css project tutorial build recipes website,2021-09-28,489428,11295,164
freecodecamp org,google sheets full course,2021-08-16,1733609,29307,445
freecodecamp org,flask course python web application development,2021-03-10,1020455,16451,786
freecodecamp org,python game tutorial pong,2018-12-19,513989,8734,1474
freecodecamp org,npm tutorial beginners,2018-11-16,116139,2090,50
freecodecamp org,parallax tutorial scrolling effect using css javascript,2018-08-07,112720,3430,132
freecodecamp org,remote work code vlog,2017-03-03,2257,65,0
freecodecamp org,learn design code vlog,2017-01-16,2482,62,10
freecodecamp org,maths programmers sets rational number,2016-11-08,21441,250,18
blue brown,math channels enjoy,2018-06-27,231201,12568,481
alex analyst,k livestream analyst builder giveaways songs mom joining,2023-10-20,5144,240,11
freecodecamp org,infrastructure code crash course,2021-11-16,138251,3948,83
freecodecamp org,recursion programming full course,2021-07-19,949066,25738,616
freecodecamp org,computational thinking scratch intro computer science harvard cs,2019-01-22,1020609,14544,414
freecodecamp org,webassembly,2018-06-06,4765,111,8
freecodecamp org,deploy dynamic website minutes,2016-06-24,51008,844,25
freecodecamp org,computer basics routers packets work,2015-07-17,33431,0,9
alex analyst,economy brink recession let look data,2024-06-18,12234,733,129
alex analyst,top udemy courses data analysts,2020-10-22,172610,4861,293
alex analyst,truth big companies told fortune data analyst,2020-01-21,9196,334,20
freecodecamp org,build linkedin clone react firebase tutorial,2023-04-13,135148,3383,137
freecodecamp org,pagerduty clone shorts,2023-01-20,47472,1680,17
freecodecamp org,strapi gatsbyjs course portfolio project,2020-06-25,53189,1284,56
freecodecamp org,learn html css scratch full course,2019-04-30,5767845,119178,4393
freecodecamp org,react fundamentals full course beginners,2018-05-24,103018,1785,120
freecodecamp org,editing salesforce visualforce pages part live coding jesse,2017-10-30,1350,21,2
freecodecamp org,styling react materialui p live coding jesse,2017-10-09,5475,58,3
freecodecamp org,full stack web app using vue js express js part search,2017-09-11,31402,280,61
freecodecamp org,react project day live coding jesse,2017-08-07,2230,31,4
freecodecamp org,immediately invoked function expression beau teaches javascript,2017-04-10,69289,2044,63
freecodecamp org,git github introduction git github,2016-09-23,130102,1504,24
alex analyst,first video,2023-09-25,8641,481,29
alex analyst,ultimate data analytics career plan careerfoundry webinar,2023-05-16,58475,1884,52
freecodecamp org,passkey authentication express js docker web authentication api tutorial,2024-01-24,41085,942,42
freecodecamp org,godot game development crash course beginners,2023-04-18,1011628,25095,1568
freecodecamp org,python pytorch pygame reinforcement learning train ai play snake,2022-04-25,374050,9424,259
freecodecamp org,foundations entrepreneurship full course,2022-02-14,175572,6909,200
freecodecamp org,unity c tutorial helicopter game cs intro game development,2019-02-08,42765,829,30
freecodecamp org,sticky header css tutorial day css days,2018-09-24,21153,317,20
freecodecamp org,amazon alexa skill development live stream day,2018-07-09,11131,129,7
freecodecamp org,using git wordpress p live coding jesse,2018-05-23,6708,80,5
freecodecamp org,freecodeconf greater toronto area,2017-11-18,7220,188,11
freecodecamp org,networks lan,2016-09-23,29350,284,3
freecodecamp org,google like pro advanced search operators tutorial tips,2023-01-09,333334,13396,347
freecodecamp org,answering tricky javascript interview questions,2018-08-14,68027,1913,68
freecodecamp org,angular project setup webpack,2017-10-25,16209,151,20
freecodecamp org,emailing form data react nodejs p live coding jesse,2017-09-01,8849,84,9
freecodecamp org,react props live coding jesse,2017-05-11,2443,47,1
blue brown,makes great math explanation results,2022-10-01,742400,36958,1091
alex analyst,wife careerchange dataanalysis,2023-08-11,20097,1887,51
alex analyst,google secret hiring platform found google data analytics certification,2022-06-21,45624,1644,133
alex analyst,analytics consulting john ariansen alex analyst show episode,2020-11-05,13387,384,118
alex analyst,day life data analyst fortune edition,2020-03-11,125898,2587,262
alex analyst,data analyst salary k experience,2020-01-23,65388,2220,230
alex analyst,top data analyst skills,2020-01-17,29583,1420,141
freecodecamp org,microsoft azure fundamentals certification course az updated pass exam hours,2023-12-14,581904,9368,418
freecodecamp org,web course walkthrough freecodecamp org rust blockchain development smart contracts,2022-09-21,350084,4113,144
freecodecamp org,learn terraform azure building dev environment full course beginners,2022-06-29,198917,3326,144
freecodecamp org,visual basic vb net full course beginners,2022-06-13,956970,14526,418
freecodecamp org,cncf kubernetes cloud native associate certification course kcna pass exam,2022-03-10,260399,5491,177
freecodecamp org,learn unity beginner game development tutorial,2021-04-15,2611680,70970,2885
freecodecamp org,data visualization javascript react full course,2021-02-22,492695,12859,339
freecodecamp org,editing react components p live coding jesse,2018-06-07,1436,40,0
freecodecamp org,build linux system live tutorial,2018-05-18,16645,344,6
freecodecamp org,make money freelance developer business tips expert,2017-10-09,74438,2894,75
freecodecamp org,getting started jquery tutorial beau teaches javascript,2017-07-09,57248,784,32
freecodecamp org,react google analytics click tracking live coding jesse,2017-06-26,10764,76,20
freecodecamp org,load balancing digital ocean droplets live coding jesse,2017-06-01,3806,65,5
freecodecamp org,git github step commit,2016-09-23,29481,359,2
blue brown,binomial distributions probabilities probabilities part,2020-03-15,2199430,76089,2268
blue brown,taylor series chapter essence calculus,2017-05-07,4128662,113507,4050
blue brown,change basis chapter essence linear algebra,2016-09-11,1957100,37072,1422
alex analyst,stored procedures mysql advanced mysql series,2024-03-26,48715,1049,46
alex analyst,reviewing maven analytics free portfolio website,2023-01-17,25275,781,48
alex analyst,entry vs mid vs senior level data analyst alex analyst show episode,2020-12-17,46881,1551,210
freecodecamp org,prepare aws sysops administrator associate soa c full course pass exam,2024-07-08,59274,2095,166
freecodecamp org,pong python pygame tutorial,2023-08-22,39778,999,35
freecodecamp org,calming web development colored markers,2023-08-08,45590,1477,13
freecodecamp org,full stack next js typescript aws course code quote generator,2023-05-22,90257,2691,76
freecodecamp org,python used,2023-03-14,257644,11332,133
freecodecamp org,advanced git tutorial interactive rebase cherry picking reflog submodules,2021-11-18,258233,7571,127
freecodecamp org,pointers c c full course,2020-12-29,3920538,81120,1776
freecodecamp org,complex routing express react p live coding jesse,2018-03-07,3993,50,4
freecodecamp org,designer entrepreneur colm tuite developer interviews,2017-03-17,2799,55,2
blue brown,q net neutrality nuance,2017-12-14,147264,4745,316
alex analyst,find find web scraping python,2023-07-04,61291,1619,31
alex analyst,install power bi building first visualization microsoft power bi beginners,2022-05-24,527354,8999,268
freecodecamp org,data entry becoming developer jessica chan aka coder coder podcast,2024-07-12,24416,561,43
freecodecamp org,python list comprehensions seconds,2024-06-27,13920,703,12
freecodecamp org,software engineer white hat hacker suz hinton podcast,2024-05-31,22171,399,27
freecodecamp org,pro designer gary simon talks freelance career tips podcast,2024-05-10,20683,463,11
freecodecamp org,net maui course beginners create cross platform apps c,2023-05-04,168766,3136,114
freecodecamp org,net rest api tutorial build scratch c,2021-06-23,646946,11923,488
freecodecamp org,python bioinformatics drug discovery using machine learning data analysis,2021-06-02,540733,17007,349
freecodecamp org,build robinhood style android app track covid cases kotlin tutorial,2021-02-16,57519,1668,54
freecodecamp org,react native browser editor p live coding jesse,2019-06-10,14406,303,29
freecodecamp org,live search react wordpress api part p live coding jesse,2018-03-06,1402,41,0
freecodecamp org,react project day learning material ui live coding jesse,2017-07-21,24356,174,22
freecodecamp org,react nextjs css live coding jesse,2017-07-11,4815,63,0
freecodecamp org,dom events beau teaches javascript,2017-04-20,40023,786,25
freecodecamp org,maths programmers sets distributive law proof case,2017-01-23,5544,73,4
blue brown,follow dreams misses harvey mudd commencement speech,2024-05-18,916442,51584,1333
alex analyst,building automated file sorter file explorer using python python projects beginners,2023-02-21,61756,1396,83
freecodecamp org,outsmart ai developer dr chuck podcast,2024-06-07,28397,838,106
freecodecamp org,distributed file storage go full course,2024-06-05,60028,2095,99
freecodecamp org,popular linux terminal commands full course beginners,2021-11-03,2472411,63932,1184
freecodecamp org,cissp certification course pass certified information security professional exam,2021-07-06,878676,22790,471
freecodecamp org,license pentest ethical hacking course beginners,2020-06-04,157567,5669,402
freecodecamp org,deep neural networks work full course beginners,2019-04-16,4088949,27609,1537
freecodecamp org,git github github workflow open source,2016-09-23,49284,521,6
alex analyst,installing jupyter notebooks anaconda python beginners,2022-10-18,361015,5489,151
freecodecamp org,full stack react developer course appwrite,2024-01-03,261073,8156,376
freecodecamp org,python tutorial beginners mini projects,2023-09-19,640108,15294,498
freecodecamp org,tensorflow course building evaluating medical ai models,2023-08-03,47986,1592,46
freecodecamp org,web application ethical hacking penetration testing course beginners,2020-05-21,327439,8633,176
freecodecamp org,daily standup dev life,2018-09-24,16917,597,30
freecodecamp org,one weird trick becoming better software developer,2018-06-05,17078,428,14
freecodecamp org,merging github pull requests p live coding jesse,2017-10-12,2416,48,0
alex analyst,triggers events mysql advanced mysql series,2024-04-02,45449,1675,68
alex analyst,become data analyst completely free,2023-01-31,1159231,39530,1130
freecodecamp org,react native web math game dev p live coding jesse,2019-04-17,9812,195,4
freecodecamp org,match lua tutorial cs intro game development,2019-02-03,19600,283,11
freecodecamp org,hack node app,2018-07-30,19223,444,6
freecodecamp org,nextjs custom server routing p live coding jesse,2017-11-22,5696,77,2
freecodecamp org,copying arrays deep shallow beau teaches javascript,2017-03-28,45642,1034,56
alex analyst,data analysts hate using excel,2023-11-14,24975,942,142
freecodecamp org,create deploy websites iac chatting ai,2023-11-01,40919,1211,38
freecodecamp org,code snake game python pygame tutorial,2021-04-08,335447,5871,299
freecodecamp org,data analysis python part analyzing tabular data pandas,2020-09-05,93802,1530,30
freecodecamp org,bit mario css tutorial day css days,2018-09-18,22396,411,17
freecodecamp org,python django framework full course learning docs,2018-08-03,214295,2920,111
freecodecamp org,regular expressions regex javascript tutorial,2018-06-08,115145,2282,96
freecodecamp org,upgrading react apollo p live coding jesse,2018-03-26,1937,22,0
freecodecamp org,live search react wordpress api p live coding jesse,2018-02-27,3004,47,1
freecodecamp org,built personal brand chatbot,2018-01-08,4091,65,5
freecodecamp org,contributing freecodecamp writing es challenge tests,2017-12-18,2958,63,4
freecodecamp org,built launched chatbot weekend,2017-12-04,9968,170,13
freecodecamp org,jquery css classes,2017-07-31,11312,174,7
freecodecamp org,agile manifesto agile software development,2017-07-22,6824,99,7
freecodecamp org,setinterval settimeout timing events beau teaches javascript,2017-05-24,66197,1262,33
blue brown,tale two problem solvers average cube shadows,2021-12-20,2750544,85702,3882
alex analyst,reading writing appending files python python beginners,2022-12-27,7644,245,12
freecodecamp org,mlops course build machine learning production grade projects,2023-12-04,218076,5274,143
freecodecamp org,web monetization api tutorial add microtransactions website,2022-10-24,166779,5782,158
freecodecamp org,vim tutorial beginners,2022-03-09,730329,17856,492
freecodecamp org,angular tutorial beginners web framework typescript course,2021-10-20,276107,5386,250
freecodecamp org,undo mistakes git using command line,2020-11-24,84560,2741,82
freecodecamp org,calculus full college course,2020-09-15,908910,22356,627
freecodecamp org,sass tutorial beginners css superpowers,2019-09-09,861525,19114,524
freecodecamp org,jamovi data analysis full tutorial,2019-08-29,151271,2472,56
freecodecamp org,history cryptography block cyphers stream cyphers public keys,2018-11-15,8043,212,11
freecodecamp org,definition done agile software development,2017-07-09,28934,281,7
freecodecamp org,strict mode use strict beau teaches javascript,2017-04-12,48077,1071,14
alex analyst,code analytics alex analyst show episode,2020-11-12,3842,119,81
freecodecamp org,prompt engineering web devs chatgpt bard tutorial,2023-10-10,134008,3106,140
freecodecamp org,reinforcement learning course intro advanced actor critic methods,2021-07-30,77119,1927,60
freecodecamp org,computer networking course network engineering comptia network exam prep,2020-09-17,3802293,86483,1346
freecodecamp org,netlify tutorial build deploy websites using netlify,2019-10-03,111184,1826,65
freecodecamp org,docker tutorial beginners full devops course run applications containers,2019-08-16,2652301,45094,1145
freecodecamp org,setting mailchimp wordpress plugins plus creating mailchimp landing page,2018-07-23,6418,105,4
freecodecamp org,create wireframe renderer javascript tutorial,2018-05-25,17937,400,16
freecodecamp org,maths programmers sets demorgan law,2017-02-07,6444,81,8
blue brown,paradox derivative chapter essence calculus,2017-04-29,3650080,91087,3644
alex analyst,twitter making tear,2024-02-23,6285,279,11
alex analyst,loops python python beginners,2022-11-22,56627,1344,24
alex analyst,machine learning specialization coursera review,2022-07-05,25122,789,63
freecodecamp org,productivity developer full course,2024-09-12,50808,2274,134
freecodecamp org,code virtual art gallery three js javascript tutorial code long,2024-03-07,54317,1764,63
freecodecamp org,beginner web dev project tutorial weather app next js tailwind css typescript,2024-01-29,71475,2024,85
freecodecamp org,ai saas chat bot using mern stack tutorial,2023-10-18,203838,5800,348
freecodecamp org,code discord bot javascript host free cloud,2021-03-08,430119,9011,696
freecodecamp org,accordion css tutorial day css days,2018-10-03,11798,250,13
freecodecamp org,lighthouse audit p live coding jesse,2018-06-20,3435,52,2
freecodecamp org,maths programmers sets set,2016-11-06,43754,735,10
blue brown,q grant sanderson blue brown,2018-08-24,809036,35350,2257
alex analyst,dataanalyst dataanalysis,2023-08-24,19844,1336,53
alex analyst,create perfect data analyst resume free templates,2023-03-14,190520,5434,233
alex analyst,data analyst q livestream march livestream ask anything,2023-03-02,11185,398,33
freecodecamp org,linear algebra course mathematics machine learning generative ai,2024-05-27,197963,6526,189
freecodecamp org,generative ai full course gemini pro openai llama langchain pinecone vector databases,2024-02-27,1242930,45908,1451
freecodecamp org,sveltekit tailwindcss tutorial build deploy web portfolio,2023-10-03,57788,1383,65
freecodecamp org,nuxt course beginners,2023-09-26,149676,2583,104
freecodecamp org,microservices fastapi full course,2022-03-24,258457,5416,108
freecodecamp org,aws startups deploying aws tutorial,2020-01-21,101496,2491,67
freecodecamp org,python numpy tutorial beginners,2019-08-07,1588512,38272,560
freecodecamp org,intermediate react firebase tutorial build evernote clone,2019-07-15,84958,1972,104
freecodecamp org,ethical hacking web app penetration testing full course beginners,2018-12-12,1961878,42128,597
freecodecamp org,create kanban board,2018-10-19,50654,902,43
freecodecamp org,use vim tutorial,2018-08-29,96878,1351,76
freecodecamp org,creating editing react components p live coding jesse,2018-02-16,2381,37,5
freecodecamp org,getting first react job without experience ask preethi,2017-06-24,112583,2019,103
freecodecamp org,data types beau teaches javascript,2017-02-27,64784,844,48
freecodecamp org,proxies es beau teaches javascript,2017-02-17,13287,268,7
freecodecamp org,drum machine python pygame full project course,2022-05-19,184768,4551,227
freecodecamp org,redis course memory database tutorial,2020-11-25,161254,2878,67
freecodecamp org,pytorch deep learning full course tutorial,2020-04-30,828698,17657,377
freecodecamp org,getting started node js full tutorial,2019-07-08,157029,2954,67
freecodecamp org,editing salesforce visualforce pages part live coding jesse,2017-10-27,1417,19,0
freecodecamp org,clean code testing concurrency error handling beau teaches javascript,2017-03-25,9933,220,2
alex analyst,give job search fast,2024-03-27,17741,1320,27
alex analyst,entry level vs mid level vs senior level data analyst responsibilities salary education skills,2023-08-29,42060,1857,114
alex analyst,k subscriber play button unboxing,2021-08-31,2663,241,96
freecodecamp org,open source changing quincy interviews jerod santo host changelog podcast,2024-05-24,17147,291,14
freecodecamp org,resume projects,2024-02-20,38706,1642,41
freecodecamp org,advanced c linq tutorial,2023-04-06,123251,2553,56
freecodecamp org,passwords html shorts,2023-02-03,62846,3740,31
freecodecamp org,javascript tutorial puzzlecam game,2021-10-28,69706,2454,95
freecodecamp org,apis react tutorial recipe app using react router,2019-04-25,63604,1267,70
freecodecamp org,portal clone tutorial unity cs intro game development,2019-02-12,30920,503,11
freecodecamp org,browser testing react project p live coding jesse,2017-09-07,2560,25,4
freecodecamp org,react project day live coding jesse,2017-07-26,3468,41,6
